rank,title,main_artist,featured_artists,album,release_date,release_year,genres,languages,composer,anime_title,anime_popularity,screen_work,vtuber,is_original,metric_name,metric_value,metric_unit,listen_count,listen_source,view_count,overall_popularity_score,spotify_track_id,musicbrainz_recording_mbid,isrc,source_url,retrieved_at,source_notes,extra
329406,反逆者,8R3m,"[""初音ミク""]",,2020-08-31T00:00:00Z,2020,[],"[""und""]",,,,,,,youtube_views,46.0,views,,,46,,,,,https://www.youtube.com/watch?v=ohr7xeT8fFw,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":585035,""vocadb_url"":""https://vocadb.net/S/585035"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""ohr7xeT8fFw"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""8R3m"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":46,""official_youtube_pvs"":[{""video_id"":""ohr7xeT8fFw"",""views"":46,""author"":""8R3m"",""url"":""https://youtu.be/ohr7xeT8fFw""}],""highest_individual_official_pv_views"":46,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""8R3m""],""voice_synth_vocalists"":[""初音ミク""],""voice_synth_types"":{""初音ミク"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""8R3m"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":133105},{""name"":""初音ミク"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":1}]}"
329407,海底の蜘蛛,狐小路,"[""可不""]",,2022-04-23T00:00:00Z,2022,[],"[""und""]",,,,,,,youtube_views,46.0,views,,,46,,,,,https://www.youtube.com/watch?v=EUw2mlLs7_w,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":401813,""vocadb_url"":""https://vocadb.net/S/401813"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""EUw2mlLs7_w"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""狐小路"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":46,""official_youtube_pvs"":[{""video_id"":""EUw2mlLs7_w"",""views"":46,""author"":""狐小路"",""url"":""https://youtu.be/EUw2mlLs7_w""}],""highest_individual_official_pv_views"":46,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""狐小路""],""voice_synth_vocalists"":[""可不""],""voice_synth_types"":{""可不"":""cevio""},""all_vocadb_artist_credits"":[{""name"":""狐小路"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":95355},{""name"":""可不"",""artist_type"":""CeVIO"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":83928}]}"
329408,みゅ～じっくゲヰム,GEN,"[""巡音ルカ V4X (Unknown)""]",,2021-07-24T00:00:00Z,2021,[],"[""und""]",,,,,,,youtube_views,46.0,views,,,46,,,,,https://www.youtube.com/watch?v=vfsDP-oAeng,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":345001,""vocadb_url"":""https://vocadb.net/S/345001"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""vfsDP-oAeng"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""玄/GEniC Ch."",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":46,""official_youtube_pvs"":[{""video_id"":""vfsDP-oAeng"",""views"":46,""author"":""玄/GEniC Ch."",""url"":""https://youtu.be/vfsDP-oAeng""}],""highest_individual_official_pv_views"":46,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""GEN""],""voice_synth_vocalists"":[""巡音ルカ V4X (Unknown)""],""voice_synth_types"":{""巡音ルカ V4X (Unknown)"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""GEN"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":91849},{""name"":""巡音ルカ V4X (Unknown)"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":18748}]}"
329409,52Hzの魔法,めれぷぷ,"[""初音ミク""]",,2026-02-20T00:00:00Z,2026,[],"[""und""]",,,,,,,youtube_views,46.0,views,,,46,,,,,https://www.youtube.com/watch?v=L6CHi44xtrw,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":983675,""vocadb_url"":""https://vocadb.net/S/983675"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""L6CHi44xtrw"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""めれぷぷ"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":46,""official_youtube_pvs"":[{""video_id"":""L6CHi44xtrw"",""views"":46,""author"":""めれぷぷ"",""url"":""https://youtu.be/L6CHi44xtrw""}],""highest_individual_official_pv_views"":46,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""めれぷぷ""],""voice_synth_vocalists"":[""初音ミク""],""voice_synth_types"":{""初音ミク"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""初音ミク"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":1},{""name"":""めれぷぷ"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":189496}]}"
329410,夢のライアー,MIYAKE,"[""巡音ルカ V4X (Hard)""]",,2025-05-15T00:00:00Z,2025,[],"[""und""]",,,,,,,youtube_views,46.0,views,,,46,,,,,https://www.youtube.com/watch?v=rl3g28lWaD4,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":853521,""vocadb_url"":""https://vocadb.net/S/853521"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""rl3g28lWaD4"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""MIYAKE"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":46,""official_youtube_pvs"":[{""video_id"":""rl3g28lWaD4"",""views"":46,""author"":""MIYAKE"",""url"":""https://youtu.be/rl3g28lWaD4""}],""highest_individual_official_pv_views"":46,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""MIYAKE""],""voice_synth_vocalists"":[""巡音ルカ V4X (Hard)""],""voice_synth_types"":{""巡音ルカ V4X (Hard)"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""MIYAKE"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":90897},{""name"":""巡音ルカ V4X (Hard)"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":29489}]}"
329411,一分で満足できる(かもしれない)曲ができたので聴いてほしい,水野宮,"[""初音ミク""]",,2024-06-07T00:00:00Z,2024,[],"[""und""]",,,,,,,youtube_views,46.0,views,,,46,,,,,https://www.youtube.com/watch?v=3zQ1DVxg0-U,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":885825,""vocadb_url"":""https://vocadb.net/S/885825"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""3zQ1DVxg0-U"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""水野宮"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":46,""official_youtube_pvs"":[{""video_id"":""3zQ1DVxg0-U"",""views"":46,""author"":""水野宮"",""url"":""https://youtu.be/3zQ1DVxg0-U""}],""highest_individual_official_pv_views"":46,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""水野宮""],""voice_synth_vocalists"":[""初音ミク""],""voice_synth_types"":{""初音ミク"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""水野宮"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":126324},{""name"":""初音ミク"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":1}]}"
329412,GOOD BYE,ウゾガムゾル,"[""初音ミク""]",,2019-08-29T00:00:00Z,2019,[],"[""und""]",,,,,,,youtube_views,46.0,views,,,46,,,,,https://www.youtube.com/watch?v=VmNnUClRlmE,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":265773,""vocadb_url"":""https://vocadb.net/S/265773"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""VmNnUClRlmE"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""UzoGaMuzol Records / ウゾガムゾル【Vocaloid / Rock】"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":46,""official_youtube_pvs"":[{""video_id"":""VmNnUClRlmE"",""views"":46,""author"":""UzoGaMuzol Records / ウゾガムゾル【Vocaloid / Rock】"",""url"":""https://youtu.be/VmNnUClRlmE""}],""highest_individual_official_pv_views"":46,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""ウゾガムゾル""],""voice_synth_vocalists"":[""初音ミク""],""voice_synth_types"":{""初音ミク"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""初音ミク"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":1},{""name"":""ウゾガムゾル"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":77594}]}"
329413,赤いマフラーの君に,東根こたつ,"[""双葉湊音""]",,2024-12-22T00:00:00Z,2024,[],"[""und""]",,,,,,,youtube_views,46.0,views,,,46,,,,,https://www.youtube.com/watch?v=JeIMqd0GTjc,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":993667,""vocadb_url"":""https://vocadb.net/S/993667"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""JeIMqd0GTjc"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""東根こたつ"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":46,""official_youtube_pvs"":[{""video_id"":""JeIMqd0GTjc"",""views"":46,""author"":""東根こたつ"",""url"":""https://youtu.be/JeIMqd0GTjc""}],""highest_individual_official_pv_views"":46,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""東根こたつ""],""voice_synth_vocalists"":[""双葉湊音""],""voice_synth_types"":{""双葉湊音"":""cevio""},""all_vocadb_artist_credits"":[{""name"":""東根こたつ"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":161172},{""name"":""双葉湊音"",""artist_type"":""CeVIO"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":110840}]}"
329414,Saeculum,EX3,"[""SeeU (Korean)"",""UNI""]",,2024-09-03T00:00:00Z,2024,[],"[""und""]",,,,,,,youtube_views,46.0,views,,,46,,,,,https://www.youtube.com/watch?v=XzYqJ1IMBhQ,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":842195,""vocadb_url"":""https://vocadb.net/S/842195"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""XzYqJ1IMBhQ"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""EX3 - Topic"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":46,""official_youtube_pvs"":[{""video_id"":""XzYqJ1IMBhQ"",""views"":46,""author"":""EX3 - Topic"",""url"":""https://youtu.be/XzYqJ1IMBhQ""}],""highest_individual_official_pv_views"":46,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""EX3""],""voice_synth_vocalists"":[""SeeU (Korean)"",""UNI""],""voice_synth_types"":{""SeeU (Korean)"":""vocaloid"",""UNI"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""SeeU (Korean)"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":193},{""name"":""UNI"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":28174},{""name"":""EX3"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":132471},{""name"":""Aimy Moon"",""artist_type"":""OtherVoiceSynthesizer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":144570}]}"
329415,Wonder,リザルド,"[""初音ミク""]",,2020-02-15T00:00:00Z,2020,[],"[""und""]",,,,,,,youtube_views,46.0,views,,,46,,,,,https://www.youtube.com/watch?v=WKaoHVOjgKY,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":302648,""vocadb_url"":""https://vocadb.net/S/302648"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""WKaoHVOjgKY"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""リザルド"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":46,""official_youtube_pvs"":[{""video_id"":""WKaoHVOjgKY"",""views"":46,""author"":""リザルド"",""url"":""https://youtu.be/WKaoHVOjgKY""}],""highest_individual_official_pv_views"":46,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""リザルド""],""voice_synth_vocalists"":[""初音ミク""],""voice_synth_types"":{""初音ミク"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""初音ミク"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":1},{""name"":""リザルド"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":84744}]}"
329416,一人で踊っててくれ。,八木羊,"[""重音テト""]",,2022-06-19T00:00:00Z,2022,[],"[""und""]",,,,,,,youtube_views,46.0,views,,,46,,,,,https://www.youtube.com/watch?v=cB34ZJM5LEY,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":417567,""vocadb_url"":""https://vocadb.net/S/417567"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""cB34ZJM5LEY"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""八木   羊"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":46,""official_youtube_pvs"":[{""video_id"":""cB34ZJM5LEY"",""views"":46,""author"":""八木   羊"",""url"":""https://youtu.be/cB34ZJM5LEY""}],""highest_individual_official_pv_views"":46,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""八木羊""],""voice_synth_vocalists"":[""重音テト""],""voice_synth_types"":{""重音テト"":""utau""},""all_vocadb_artist_credits"":[{""name"":""八木羊"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":104979},{""name"":""重音テト"",""artist_type"":""UTAU"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":116}]}"
329417,ブラック・ボックス,geso,"[""重音テト""]",,2025-01-10T00:00:00Z,2025,[],"[""und""]",,,,,,,youtube_views,46.0,views,,,46,,,,,https://www.youtube.com/watch?v=hmb1toL8iew,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":926659,""vocadb_url"":""https://vocadb.net/S/926659"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""hmb1toL8iew"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""geso"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":46,""official_youtube_pvs"":[{""video_id"":""hmb1toL8iew"",""views"":46,""author"":""geso"",""url"":""https://youtu.be/hmb1toL8iew""}],""highest_individual_official_pv_views"":46,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""geso""],""voice_synth_vocalists"":[""重音テト""],""voice_synth_types"":{""重音テト"":""utau""},""all_vocadb_artist_credits"":[{""name"":""geso"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":180548},{""name"":""重音テト"",""artist_type"":""UTAU"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":116}]}"
329418,流星,おさがりロケット,"[""鏡音リン""]",,2021-06-30T00:00:00Z,2021,[],"[""und""]",,,,,,,youtube_views,46.0,views,,,46,,,,,https://www.youtube.com/watch?v=zrYHEdcpgJU,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":948873,""vocadb_url"":""https://vocadb.net/S/948873"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""zrYHEdcpgJU"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""りろけっと"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":46,""official_youtube_pvs"":[{""video_id"":""zrYHEdcpgJU"",""views"":46,""author"":""りろけっと"",""url"":""https://youtu.be/zrYHEdcpgJU""}],""highest_individual_official_pv_views"":46,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""おさがりロケット""],""voice_synth_vocalists"":[""鏡音リン""],""voice_synth_types"":{""鏡音リン"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""鏡音リン"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":14},{""name"":""おさがりロケット"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":58368}]}"
329419,リーチザサミット,HIMEMURA,"[""初音ミク""]",,2025-12-28T00:00:00Z,2025,[],"[""und""]",,,,,,,youtube_views,46.0,views,,,46,,,,,https://www.youtube.com/watch?v=8t9klFYqCpk,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":899148,""vocadb_url"":""https://vocadb.net/S/899148"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""8t9klFYqCpk"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""HIMEMURA"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":46,""official_youtube_pvs"":[{""video_id"":""8t9klFYqCpk"",""views"":46,""author"":""HIMEMURA"",""url"":""https://youtu.be/8t9klFYqCpk""}],""highest_individual_official_pv_views"":46,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""HIMEMURA""],""voice_synth_vocalists"":[""初音ミク""],""voice_synth_types"":{""初音ミク"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""HIMEMURA"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":174512},{""name"":""初音ミク"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":1}]}"
329420,Rain Day,野底のっぴー,"[""初音ミク""]",,2021-09-26T00:00:00Z,2021,[],"[""und""]",,,,,,,youtube_views,46.0,views,,,46,,,,,https://www.youtube.com/watch?v=LBqS1gIOvpw,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":382801,""vocadb_url"":""https://vocadb.net/S/382801"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""LBqS1gIOvpw"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""Nosokonoppi@野底のっぴー"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":46,""official_youtube_pvs"":[{""video_id"":""LBqS1gIOvpw"",""views"":46,""author"":""Nosokonoppi@野底のっぴー"",""url"":""https://youtu.be/LBqS1gIOvpw""}],""highest_individual_official_pv_views"":46,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""野底のっぴー""],""voice_synth_vocalists"":[""初音ミク""],""voice_synth_types"":{""初音ミク"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""初音ミク"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":1},{""name"":""野底のっぴー"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":82359}]}"
329421,真夏のサンセット,ヒューズ,"[""IA""]",,2016-08-12T00:00:00Z,2016,[],"[""und""]",,,,,,,youtube_views,46.0,views,,,46,,,,,https://www.youtube.com/watch?v=yltPo37DRvQ,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":226532,""vocadb_url"":""https://vocadb.net/S/226532"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""yltPo37DRvQ"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""ヒューズgt"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":46,""official_youtube_pvs"":[{""video_id"":""yltPo37DRvQ"",""views"":46,""author"":""ヒューズgt"",""url"":""https://youtu.be/yltPo37DRvQ""}],""highest_individual_official_pv_views"":46,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""ヒューズ""],""voice_synth_vocalists"":[""IA""],""voice_synth_types"":{""IA"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""ヒューズ"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":46983},{""name"":""IA"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":504}]}"
329422,La Belle Équipe,SnowFlakes,"[""初音ミク""]",,2010-12-21T00:00:00Z,2010,[],"[""und""]",,,,,,,youtube_views,46.0,views,,,46,,,,,https://www.youtube.com/watch?v=Mb5RXmPPrbY,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":906027,""vocadb_url"":""https://vocadb.net/S/906027"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""Mb5RXmPPrbY"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""airi0601"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":46,""official_youtube_pvs"":[{""video_id"":""Mb5RXmPPrbY"",""views"":46,""author"":""airi0601"",""url"":""https://youtu.be/Mb5RXmPPrbY""}],""highest_individual_official_pv_views"":46,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""SnowFlakes""],""voice_synth_vocalists"":[""初音ミク""],""voice_synth_types"":{""初音ミク"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""初音ミク"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":1},{""name"":""SnowFlakes"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":169277}]}"
