rank,title,main_artist,featured_artists,album,release_date,release_year,genres,languages,composer,anime_title,anime_popularity,screen_work,vtuber,is_original,metric_name,metric_value,metric_unit,listen_count,listen_source,view_count,overall_popularity_score,spotify_track_id,musicbrainz_recording_mbid,isrc,source_url,retrieved_at,source_notes,extra
338304,チグリスの川辺,k.TAMAYAN,"[""鏡音リン"",""鏡音リン Append (Sweet)""]",,2013-11-16T00:00:00Z,2013,[],"[""und""]",,,,,,,youtube_views,26.0,views,,,26,,,,,https://www.youtube.com/watch?v=1qzJYDPCK8g,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":78486,""vocadb_url"":""https://vocadb.net/S/78486"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""1qzJYDPCK8g"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""Release - Topic"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":26,""official_youtube_pvs"":[{""video_id"":""1qzJYDPCK8g"",""views"":26,""author"":""Release - Topic"",""url"":""https://youtu.be/1qzJYDPCK8g""}],""highest_individual_official_pv_views"":26,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""k.TAMAYAN""],""voice_synth_vocalists"":[""鏡音リン"",""鏡音リン Append (Sweet)""],""voice_synth_types"":{""鏡音リン"":""vocaloid"",""鏡音リン Append (Sweet)"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""鏡音リン"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":14},{""name"":""k.TAMAYAN"",""artist_type"":""Producer"",""roles"":[""arranger"",""composer"",""illustrator"",""instrumentalist"",""lyricist"",""mastering"",""mixer"",""voicemanipulator""],""is_support"":false,""vocadb_artist_id"":23237},{""name"":""鏡音リン Append (Sweet)"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":349}]}"
338305,恋愛難解アルティメット,ちゃたらむ,"[""ナツメイツキ""]",,2025-07-23T00:00:00Z,2025,[],"[""und""]",,,,,,,youtube_views,26.0,views,,,26,,,,,https://www.youtube.com/watch?v=kJ5DL6kaGe4,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":924660,""vocadb_url"":""https://vocadb.net/S/924660"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""kJ5DL6kaGe4"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""ちゃたらむ(ChataRum)MUSIC"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":26,""official_youtube_pvs"":[{""video_id"":""kJ5DL6kaGe4"",""views"":26,""author"":""ちゃたらむ(ChataRum)MUSIC"",""url"":""https://youtu.be/kJ5DL6kaGe4""}],""highest_individual_official_pv_views"":26,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""ちゃたらむ""],""voice_synth_vocalists"":[""ナツメイツキ""],""voice_synth_types"":{""ナツメイツキ"":""synthesizerv""},""all_vocadb_artist_credits"":[{""name"":""ちゃたらむ"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":140090},{""name"":""ナツメイツキ"",""artist_type"":""SynthesizerV"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":156932},{""name"":""しいの木"",""artist_type"":""Illustrator"",""roles"":[""illustrator""],""is_support"":false,""vocadb_artist_id"":128791}]}"
338306,八丈とんめて音頭,CLP,"[""重音テトSV"",""ゲンブ""]",,2025-10-19T00:00:00Z,2025,[],"[""und""]",,,,,,,youtube_views,26.0,views,,,26,,,,,https://www.youtube.com/watch?v=ngeLY9hTJC8,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":853125,""vocadb_url"":""https://vocadb.net/S/853125"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""ngeLY9hTJC8"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""CLP"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":26,""official_youtube_pvs"":[{""video_id"":""ngeLY9hTJC8"",""views"":26,""author"":""CLP"",""url"":""https://youtu.be/ngeLY9hTJC8""}],""highest_individual_official_pv_views"":26,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""CLP""],""voice_synth_vocalists"":[""重音テトSV"",""ゲンブ""],""voice_synth_types"":{""重音テトSV"":""synthesizerv"",""ゲンブ"":""synthesizerv""},""all_vocadb_artist_credits"":[{""name"":""重音テトSV"",""artist_type"":""SynthesizerV"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":118397},{""name"":""CLP"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":130263},{""name"":""ゲンブ"",""artist_type"":""SynthesizerV"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":70241}]}"
338307,Useless You,儀式-P,"[""默辰""]",,2025-05-02T00:00:00Z,2025,[],"[""und""]",,,,,,,youtube_views,26.0,views,,,26,,,,,https://www.youtube.com/watch?v=hAkSt7RRHVk,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":790086,""vocadb_url"":""https://vocadb.net/S/790086"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""hAkSt7RRHVk"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""Gishiki-P"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":26,""official_youtube_pvs"":[{""video_id"":""hAkSt7RRHVk"",""views"":26,""author"":""Gishiki-P"",""url"":""https://youtu.be/hAkSt7RRHVk""}],""highest_individual_official_pv_views"":26,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""儀式-P""],""voice_synth_vocalists"":[""默辰""],""voice_synth_types"":{""默辰"":""synthesizerv""},""all_vocadb_artist_credits"":[{""name"":""儀式-P"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":107438},{""name"":""默辰"",""artist_type"":""SynthesizerV"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":76210}]}"
338308,スキゾフ,kmrno,"[""巡音ルカ""]",,2020-06-26T00:00:00Z,2020,[],"[""und""]",,,,,,,youtube_views,26.0,views,,,26,,,,,https://www.youtube.com/watch?v=Euhao6sQsIc,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":323672,""vocadb_url"":""https://vocadb.net/S/323672"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""Euhao6sQsIc"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""nokmr1"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":26,""official_youtube_pvs"":[{""video_id"":""Euhao6sQsIc"",""views"":26,""author"":""nokmr1"",""url"":""https://youtu.be/Euhao6sQsIc""}],""highest_individual_official_pv_views"":26,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""kmrno""],""voice_synth_vocalists"":[""巡音ルカ""],""voice_synth_types"":{""巡音ルカ"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""kmrno"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":87487},{""name"":""巡音ルカ"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":2}]}"
338309,我が世の春を謳歌したい,まぐっと,"[""櫻花アリス""]",,2021-09-26T00:00:00Z,2021,[],"[""und""]",,,,,,,youtube_views,26.0,views,,,26,,,,,https://www.youtube.com/watch?v=13o2fIKejE8,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":356652,""vocadb_url"":""https://vocadb.net/S/356652"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""13o2fIKejE8"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""御春まぐ"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":26,""official_youtube_pvs"":[{""video_id"":""13o2fIKejE8"",""views"":26,""author"":""御春まぐ"",""url"":""https://youtu.be/13o2fIKejE8""}],""highest_individual_official_pv_views"":26,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""まぐっと""],""voice_synth_vocalists"":[""櫻花アリス""],""voice_synth_types"":{""櫻花アリス"":""utau""},""all_vocadb_artist_credits"":[{""name"":""まぐっと"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":94782},{""name"":""櫻花アリス"",""artist_type"":""UTAU"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":11775}]}"
338310,ft. Mai 2 (SynthV Original Song),Emmelinez,"[""Mai 2""]",,2026-04-04T00:00:00Z,2026,[],"[""und""]",,,,,,,youtube_views,26.0,views,,,26,,,,,https://www.youtube.com/watch?v=f9osVfzskjg,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":945828,""vocadb_url"":""https://vocadb.net/S/945828"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""f9osVfzskjg"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""Emmelinez"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":26,""official_youtube_pvs"":[{""video_id"":""f9osVfzskjg"",""views"":26,""author"":""Emmelinez"",""url"":""https://youtu.be/f9osVfzskjg""}],""highest_individual_official_pv_views"":26,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""Emmelinez""],""voice_synth_vocalists"":[""Mai 2""],""voice_synth_types"":{""Mai 2"":""synthesizerv""},""all_vocadb_artist_credits"":[{""name"":""Mai 2"",""artist_type"":""SynthesizerV"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":157184},{""name"":""Emmelinez"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":184658}]}"
338311,あまいふわふわ,鍵人,"[""初音ミク""]",,2020-04-12T00:00:00Z,2020,[],"[""und""]",,,,,,,youtube_views,26.0,views,,,26,,,,,https://www.youtube.com/watch?v=EkmZbP6EhwU,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":504666,""vocadb_url"":""https://vocadb.net/S/504666"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""EkmZbP6EhwU"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""鍵人"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":26,""official_youtube_pvs"":[{""video_id"":""EkmZbP6EhwU"",""views"":26,""author"":""鍵人"",""url"":""https://youtu.be/EkmZbP6EhwU""}],""highest_individual_official_pv_views"":26,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""鍵人""],""voice_synth_vocalists"":[""初音ミク""],""voice_synth_types"":{""初音ミク"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""初音ミク"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":1},{""name"":""鍵人"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":62252}]}"
338312,君のうた,1002p,"[""初音ミク""]",,2020-04-13T00:00:00Z,2020,[],"[""und""]",,,,,,,youtube_views,26.0,views,,,26,,,,,https://www.youtube.com/watch?v=qzKd2fx1I8w,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":391439,""vocadb_url"":""https://vocadb.net/S/391439"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""qzKd2fx1I8w"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""1002p"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":26,""official_youtube_pvs"":[{""video_id"":""qzKd2fx1I8w"",""views"":26,""author"":""1002p"",""url"":""https://youtu.be/qzKd2fx1I8w""}],""highest_individual_official_pv_views"":26,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""1002p""],""voice_synth_vocalists"":[""初音ミク""],""voice_synth_types"":{""初音ミク"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""1002p"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":73550},{""name"":""初音ミク"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":1},{""name"":""執行人OZAWA"",""artist_type"":null,""roles"":[""illustrator""],""is_support"":false,""vocadb_artist_id"":null}]}"
338313,ボカコレ,ミクとお茶を,"[""初音ミク""]",,2020-12-12T00:00:00Z,2020,[],"[""und""]",,,,,,,youtube_views,26.0,views,,,26,,,,,https://www.youtube.com/watch?v=k0PPg2gthBw,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":307290,""vocadb_url"":""https://vocadb.net/S/307290"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""k0PPg2gthBw"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""ミクとお茶を"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":26,""official_youtube_pvs"":[{""video_id"":""k0PPg2gthBw"",""views"":26,""author"":""ミクとお茶を"",""url"":""https://youtu.be/k0PPg2gthBw""}],""highest_individual_official_pv_views"":26,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""ミクとお茶を""],""voice_synth_vocalists"":[""初音ミク""],""voice_synth_types"":{""初音ミク"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""初音ミク"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":1},{""name"":""ミクとお茶を"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":84556},{""name"":""三角飴"",""artist_type"":""Illustrator"",""roles"":[""illustrator""],""is_support"":false,""vocadb_artist_id"":7464}]}"
338314,誕生日とテストが被る,空き缶,"[""初音ミク""]",,2020-09-26T00:00:00Z,2020,[],"[""und""]",,,,,,,youtube_views,26.0,views,,,26,,,,,https://www.youtube.com/watch?v=0Vq7zdNUE-w,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":803349,""vocadb_url"":""https://vocadb.net/S/803349"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""0Vq7zdNUE-w"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""空き缶_失せドカンP"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":26,""official_youtube_pvs"":[{""video_id"":""0Vq7zdNUE-w"",""views"":26,""author"":""空き缶_失せドカンP"",""url"":""https://youtu.be/0Vq7zdNUE-w""}],""highest_individual_official_pv_views"":26,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""空き缶""],""voice_synth_vocalists"":[""初音ミク""],""voice_synth_types"":{""初音ミク"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""初音ミク"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":1},{""name"":""空き缶"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":79892}]}"
338315,舞い上がる君への気持ち,hayabusaP,"[""初音ミク""]",,2018-04-21T00:00:00Z,2018,[],"[""und""]",,,,,,,youtube_views,26.0,views,,,26,,,,,https://www.youtube.com/watch?v=f46bZb608Yk,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":653734,""vocadb_url"":""https://vocadb.net/S/653734"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""f46bZb608Yk"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""はやとプロ ボカロ 音楽チャンネル"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":26,""official_youtube_pvs"":[{""video_id"":""f46bZb608Yk"",""views"":26,""author"":""はやとプロ ボカロ 音楽チャンネル"",""url"":""https://youtu.be/f46bZb608Yk""}],""highest_individual_official_pv_views"":26,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""hayabusaP""],""voice_synth_vocalists"":[""初音ミク""],""voice_synth_types"":{""初音ミク"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""初音ミク"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":1},{""name"":""hayabusaP"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":65667}]}"
338316,チャレンジ,キムラレス,"[""KYO""]",,2022-09-01T00:00:00Z,2022,[],"[""und""]",,,,,,,youtube_views,26.0,views,,,26,,,,,https://www.youtube.com/watch?v=Dvai9K7fhgE,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":440391,""vocadb_url"":""https://vocadb.net/S/440391"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""Dvai9K7fhgE"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""キムラレス"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":26,""official_youtube_pvs"":[{""video_id"":""Dvai9K7fhgE"",""views"":26,""author"":""キムラレス"",""url"":""https://youtu.be/Dvai9K7fhgE""}],""highest_individual_official_pv_views"":26,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""キムラレス""],""voice_synth_vocalists"":[""KYO""],""voice_synth_types"":{""KYO"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""キムラレス"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":82885},{""name"":""KYO"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":10066}]}"
338317,女様のブルース,海遊魚,"[""巡音ルカ""]",,2020-11-18T00:00:00Z,2020,[],"[""und""]",,,,,,,youtube_views,26.0,views,,,26,,,,,https://www.youtube.com/watch?v=Wr0_ov-bevA,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":332046,""vocadb_url"":""https://vocadb.net/S/332046"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""Wr0_ov-bevA"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""masakuni 海遊魚"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":26,""official_youtube_pvs"":[{""video_id"":""Wr0_ov-bevA"",""views"":26,""author"":""masakuni 海遊魚"",""url"":""https://youtu.be/Wr0_ov-bevA""}],""highest_individual_official_pv_views"":26,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""海遊魚""],""voice_synth_vocalists"":[""巡音ルカ""],""voice_synth_types"":{""巡音ルカ"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""海遊魚"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":89949},{""name"":""巡音ルカ"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":2}]}"
338318,aruuuu??!!!! I can't take/get rid it off!!!,KittyP,"[""ねきちよーP""]",,2026-03-10T00:00:00Z,2026,[],"[""und""]",,,,,,,youtube_views,26.0,views,,,26,,,,,https://www.youtube.com/watch?v=E4J2W3O_IkE,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":930445,""vocadb_url"":""https://vocadb.net/S/930445"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""E4J2W3O_IkE"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""kitty-p"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":26,""official_youtube_pvs"":[{""video_id"":""E4J2W3O_IkE"",""views"":26,""author"":""kitty-p"",""url"":""https://youtu.be/E4J2W3O_IkE""}],""highest_individual_official_pv_views"":26,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""KittyP""],""voice_synth_vocalists"":[""ねきちよーP""],""voice_synth_types"":{""ねきちよーP"":""utau""},""all_vocadb_artist_credits"":[{""name"":""KittyP"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":169551},{""name"":""ねきちよーP"",""artist_type"":""UTAU"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":175044}]}"
338319,From The Darkness,Hex-T,"[""宮舞モカ""]",,2026-02-19T00:00:00Z,2026,[],"[""und""]",,,,,,,youtube_views,26.0,views,,,26,,,,,https://www.youtube.com/watch?v=gh8x1t_cLAU,2026-09-11,"VocaDB SongType=Original and VocaDB PVType=Original identify the original voice-synth song and its authorized uploads. The metric is the live YouTube viewCount of the highest individual enabled Original PV. Remixes, mashups, covers, remasters, MusicPV entries, reprints, other PVs, disabled PVs, generic OtherVoiceSynthesizer/VirtualSinger credits, and Spotify evidence are excluded.","{""vocadb_id"":918303,""vocadb_url"":""https://vocadb.net/S/918303"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":2,""youtube_video_id"":""gh8x1t_cLAU"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""Hex-T / へくすと"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":26,""official_youtube_pvs"":[{""video_id"":""gh8x1t_cLAU"",""views"":26,""author"":""Hex-T / へくすと"",""url"":""https://youtu.be/gh8x1t_cLAU""}],""highest_individual_official_pv_views"":26,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""Hex-T""],""voice_synth_vocalists"":[""宮舞モカ""],""voice_synth_types"":{""宮舞モカ"":""synthesizerv""},""all_vocadb_artist_credits"":[{""name"":""Hex-T"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":134907},{""name"":""宮舞モカ"",""artist_type"":""SynthesizerV"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":144383}]}"
