rank,title,main_artist,featured_artists,album,release_date,release_year,genres,languages,composer,anime_title,anime_popularity,screen_work,vtuber,is_original,metric_name,metric_value,metric_unit,listen_count,listen_source,view_count,overall_popularity_score,spotify_track_id,musicbrainz_recording_mbid,isrc,source_url,retrieved_at,source_notes,extra
230001,l・l・l・l,ローカスト,"[""初音ミク""]",,2021-06-24T00:00:00Z,2021,[],"[""und""]",,,,,,,youtube_views,531.0,views,,,531,,,,,https://www.youtube.com/watch?v=AZeJ6ogaU08,2026-09-11,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":340997,""vocadb_url"":""https://vocadb.net/S/340997"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":9,""youtube_video_id"":""AZeJ6ogaU08"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""ローカスト"",""official_youtube_pv_count"":2,""official_youtube_resolved_pv_count"":2,""official_youtube_total_views"":617,""official_youtube_pvs"":[{""video_id"":""AZeJ6ogaU08"",""views"":531,""author"":""ローカスト"",""url"":""https://youtu.be/AZeJ6ogaU08""},{""video_id"":""KgKGgNXTmrc"",""views"":86,""author"":""Locust - Topic"",""url"":""https://youtu.be/KgKGgNXTmrc""}],""highest_individual_official_pv_views"":531,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""ローカスト""],""voice_synth_vocalists"":[""初音ミク""],""voice_synth_types"":{""初音ミク"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""ローカスト"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":80862},{""name"":""初音ミク"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":1}]}"
235595,L/NE,Janus,"[""Rana V4""]",,2019-09-13T00:00:00Z,2019,[],"[""und""]",,,,,,,youtube_views,466.0,views,,,466,,,,,https://www.youtube.com/watch?v=bhOZhNippmM,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":253513,""vocadb_url"":""https://vocadb.net/S/253513"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":3,""youtube_video_id"":""bhOZhNippmM"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""JANUS"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":466,""official_youtube_pvs"":[{""video_id"":""bhOZhNippmM"",""views"":466,""author"":""JANUS"",""url"":""https://youtu.be/bhOZhNippmM""}],""highest_individual_official_pv_views"":466,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""Janus""],""voice_synth_vocalists"":[""Rana V4""],""voice_synth_types"":{""Rana V4"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""Janus"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":61347},{""name"":""Rana V4"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":41936}]}"
235596,出生地の祝賀の歌,オサダユーマ,"[""初音ミク Append (Dark)"",""初音ミク Append (Sweet)""]",,2022-04-17T00:00:00Z,2022,[],"[""und""]",,,,,,,youtube_views,466.0,views,,,466,,,,,https://www.youtube.com/watch?v=S1XLHIJyy-M,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":400762,""vocadb_url"":""https://vocadb.net/S/400762"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":2,""youtube_video_id"":""S1XLHIJyy-M"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""オサダユーマ  / 毎週更新"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":466,""official_youtube_pvs"":[{""video_id"":""S1XLHIJyy-M"",""views"":466,""author"":""オサダユーマ  / 毎週更新"",""url"":""https://youtu.be/S1XLHIJyy-M""}],""highest_individual_official_pv_views"":466,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""オサダユーマ""],""voice_synth_vocalists"":[""初音ミク Append (Dark)"",""初音ミク Append (Sweet)""],""voice_synth_types"":{""初音ミク Append (Dark)"":""vocaloid"",""初音ミク Append (Sweet)"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""オサダユーマ"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":5300},{""name"":""初音ミク Append (Dark)"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":75},{""name"":""初音ミク Append (Sweet)"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":79}]}"
235597,フレネミーランド,うしお,"[""初音ミク""]",,2024-02-22T00:00:00Z,2024,[],"[""und""]",,,,,,,youtube_views,466.0,views,,,466,,,,,https://www.youtube.com/watch?v=xOs7kWsMbHk,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":591548,""vocadb_url"":""https://vocadb.net/S/591548"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":2,""youtube_video_id"":""xOs7kWsMbHk"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""うしお | ushio"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":466,""official_youtube_pvs"":[{""video_id"":""xOs7kWsMbHk"",""views"":466,""author"":""うしお | ushio"",""url"":""https://youtu.be/xOs7kWsMbHk""}],""highest_individual_official_pv_views"":466,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""うしお""],""voice_synth_vocalists"":[""初音ミク""],""voice_synth_types"":{""初音ミク"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""うしお"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":56819},{""name"":""初音ミク"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":1},{""name"":""残響室"",""artist_type"":""Illustrator"",""roles"":[""illustrator""],""is_support"":false,""vocadb_artist_id"":118900}]}"
235598,アイムシック・アイロニック,空アキラ,"[""重音テト""]",,2025-02-14T00:00:00Z,2025,[],"[""und""]",,,,,,,youtube_views,466.0,views,,,466,,,,,https://www.youtube.com/watch?v=FcG9JVMAfiE,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":749525,""vocadb_url"":""https://vocadb.net/S/749525"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":2,""youtube_video_id"":""FcG9JVMAfiE"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""Akira Sora & Szistirra - Music Channel"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":466,""official_youtube_pvs"":[{""video_id"":""FcG9JVMAfiE"",""views"":466,""author"":""Akira Sora & Szistirra - Music Channel"",""url"":""https://youtu.be/FcG9JVMAfiE""}],""highest_individual_official_pv_views"":466,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""空アキラ""],""voice_synth_vocalists"":[""重音テト""],""voice_synth_types"":{""重音テト"":""utau""},""all_vocadb_artist_credits"":[{""name"":""重音テト"",""artist_type"":""UTAU"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":116},{""name"":""Akira Sora & Szistirra"",""artist_type"":""Circle"",""roles"":[""default""],""is_support"":true,""vocadb_artist_id"":155235},{""name"":""空アキラ"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":155236}]}"
235599,Save As,maki.,"[""IA""]",,2021-12-07T00:00:00Z,2021,[],"[""und""]",,,,,,,youtube_views,466.0,views,,,466,,,,,https://www.youtube.com/watch?v=cOTYkHzglio,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":369977,""vocadb_url"":""https://vocadb.net/S/369977"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""cOTYkHzglio"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""maki."",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":466,""official_youtube_pvs"":[{""video_id"":""cOTYkHzglio"",""views"":466,""author"":""maki."",""url"":""https://youtu.be/cOTYkHzglio""}],""highest_individual_official_pv_views"":466,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""maki.""],""voice_synth_vocalists"":[""IA""],""voice_synth_types"":{""IA"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""maki."",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":89975},{""name"":""IA"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":504}]}"
235600,Summer Vacation,YutaMiku,"[""初音ミク""]",,2016-07-23T00:00:00Z,2016,[],"[""und""]",,,,,,,youtube_views,466.0,views,,,466,,,,,https://www.youtube.com/watch?v=SDo-Di4SLiE,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":293867,""vocadb_url"":""https://vocadb.net/S/293867"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""SDo-Di4SLiE"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""Yuta Miku"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":466,""official_youtube_pvs"":[{""video_id"":""SDo-Di4SLiE"",""views"":466,""author"":""Yuta Miku"",""url"":""https://youtu.be/SDo-Di4SLiE""}],""highest_individual_official_pv_views"":466,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""YutaMiku""],""voice_synth_vocalists"":[""初音ミク""],""voice_synth_types"":{""初音ミク"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""初音ミク"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":1},{""name"":""YutaMiku"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":6071},{""name"":""kobayuta"",""artist_type"":""Lyricist"",""roles"":[""lyricist""],""is_support"":false,""vocadb_artist_id"":58958},{""name"":""猫まーろ"",""artist_type"":""Illustrator"",""roles"":[""illustrator""],""is_support"":false,""vocadb_artist_id"":29708},{""name"":""Randwill"",""artist_type"":""Illustrator"",""roles"":[""illustrator""],""is_support"":false,""vocadb_artist_id"":83245}]}"
235601,Summer Vacation,ＡＺＵハル玄米茶,"[""初音ミク""]",,2021-03-04T00:00:00Z,2021,[],"[""und""]",,,,,,,youtube_views,466.0,views,,,466,,,,,https://www.youtube.com/watch?v=SDo-Di4SLiE,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":328056,""vocadb_url"":""https://vocadb.net/S/328056"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""SDo-Di4SLiE"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""Yuta Miku"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":466,""official_youtube_pvs"":[{""video_id"":""SDo-Di4SLiE"",""views"":466,""author"":""Yuta Miku"",""url"":""https://youtu.be/SDo-Di4SLiE""}],""highest_individual_official_pv_views"":466,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""ＡＺＵハル玄米茶""],""voice_synth_vocalists"":[""初音ミク""],""voice_synth_types"":{""初音ミク"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""ＡＺＵハル玄米茶"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":85700},{""name"":""夏野未完"",""artist_type"":""Lyricist"",""roles"":[""lyricist""],""is_support"":false,""vocadb_artist_id"":89670},{""name"":""初音ミク"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":1}]}"
235602,Fighter,しろぼー,"[""初音ミク""]",,2023-06-20T00:00:00Z,2023,[],"[""und""]",,,,,,,youtube_views,466.0,views,,,466,,,,,https://www.youtube.com/watch?v=i3XrpTWHrIY,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":509557,""vocadb_url"":""https://vocadb.net/S/509557"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""i3XrpTWHrIY"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""しろぼー"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":466,""official_youtube_pvs"":[{""video_id"":""i3XrpTWHrIY"",""views"":466,""author"":""しろぼー"",""url"":""https://youtu.be/i3XrpTWHrIY""}],""highest_individual_official_pv_views"":466,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""しろぼー""],""voice_synth_vocalists"":[""初音ミク""],""voice_synth_types"":{""初音ミク"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""しろぼー"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":116946},{""name"":""初音ミク"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":1},{""name"":""茎わかめ"",""artist_type"":null,""roles"":[""illustrator""],""is_support"":false,""vocadb_artist_id"":null}]}"
235603,DISTORTION,疎3,"[""知声""]",,2025-02-24T00:00:00Z,2025,[],"[""und""]",,,,,,,youtube_views,466.0,views,,,466,,,,,https://www.youtube.com/watch?v=HrzAuZV105I,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":756200,""vocadb_url"":""https://vocadb.net/S/756200"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""HrzAuZV105I"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""疎3"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":466,""official_youtube_pvs"":[{""video_id"":""HrzAuZV105I"",""views"":466,""author"":""疎3"",""url"":""https://youtu.be/HrzAuZV105I""}],""highest_individual_official_pv_views"":466,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""疎3""],""voice_synth_vocalists"":[""知声""],""voice_synth_types"":{""知声"":""voisona""},""all_vocadb_artist_credits"":[{""name"":""疎3"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":89893},{""name"":""知声"",""artist_type"":""VoiSona"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":99757}]}"
235604,夢が明けるまで,ai,"[""初音ミク""]",,2025-02-25T00:00:00Z,2025,[],"[""und""]",,,,,,,youtube_views,466.0,views,,,466,,,,,https://www.youtube.com/watch?v=2r2DPLtrg8s,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":772193,""vocadb_url"":""https://vocadb.net/S/772193"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""2r2DPLtrg8s"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""a i "",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":466,""official_youtube_pvs"":[{""video_id"":""2r2DPLtrg8s"",""views"":466,""author"":""a i "",""url"":""https://youtu.be/2r2DPLtrg8s""}],""highest_individual_official_pv_views"":466,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""ai""],""voice_synth_vocalists"":[""初音ミク""],""voice_synth_types"":{""初音ミク"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""初音ミク"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":1},{""name"":""ai"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":158904},{""name"":""MMMBass"",""artist_type"":null,""roles"":[""instrumentalist""],""is_support"":false,""vocadb_artist_id"":null},{""name"":""チヨ"",""artist_type"":""Illustrator"",""roles"":[""illustrator""],""is_support"":false,""vocadb_artist_id"":118058},{""name"":""aki_H"",""artist_type"":null,""roles"":[""instrumentalist""],""is_support"":false,""vocadb_artist_id"":null}]}"
235605,"I haven't met my husband yet, but I want a divorce",charM,"[""SOLARIA""]",,2025-06-06T00:00:00Z,2025,[],"[""und""]",,,,,,,youtube_views,466.0,views,,,466,,,,,https://www.youtube.com/watch?v=JNixIRg3XWM,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":797534,""vocadb_url"":""https://vocadb.net/S/797534"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""JNixIRg3XWM"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""charM"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":466,""official_youtube_pvs"":[{""video_id"":""JNixIRg3XWM"",""views"":466,""author"":""charM"",""url"":""https://youtu.be/JNixIRg3XWM""}],""highest_individual_official_pv_views"":466,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""charM""],""voice_synth_vocalists"":[""SOLARIA""],""voice_synth_types"":{""SOLARIA"":""synthesizerv""},""all_vocadb_artist_credits"":[{""name"":""SOLARIA"",""artist_type"":""SynthesizerV"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":76317},{""name"":""charM"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":119570},{""name"":""Pinkamena"",""artist_type"":""Illustrator"",""roles"":[""illustrator""],""is_support"":false,""vocadb_artist_id"":119572}]}"
235606,愛されたいなら愛しなさいとか愛されてるヤツの戯言だ,Peko,"[""初音ミク""]",,2021-06-01T00:00:00Z,2021,[],"[""und""]",,,,,,,youtube_views,466.0,views,,,466,,,,,https://www.youtube.com/watch?v=asVmVULPaUE,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":337174,""vocadb_url"":""https://vocadb.net/S/337174"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""asVmVULPaUE"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""Peko"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":466,""official_youtube_pvs"":[{""video_id"":""asVmVULPaUE"",""views"":466,""author"":""Peko"",""url"":""https://youtu.be/asVmVULPaUE""}],""highest_individual_official_pv_views"":466,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""Peko""],""voice_synth_vocalists"":[""初音ミク""],""voice_synth_types"":{""初音ミク"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""初音ミク"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":1},{""name"":""Peko"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":80975}]}"
235607,ペシミズム憧憬,AMEMBO,"[""IA""]",,2020-08-05T00:00:00Z,2020,[],"[""und""]",,,,,,,youtube_views,466.0,views,,,466,,,,,https://www.youtube.com/watch?v=-Hnmhs9-ZEM,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":290848,""vocadb_url"":""https://vocadb.net/S/290848"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""-Hnmhs9-ZEM"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""AMEMBO"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":466,""official_youtube_pvs"":[{""video_id"":""-Hnmhs9-ZEM"",""views"":466,""author"":""AMEMBO"",""url"":""https://youtu.be/-Hnmhs9-ZEM""}],""highest_individual_official_pv_views"":466,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""AMEMBO""],""voice_synth_vocalists"":[""IA""],""voice_synth_types"":{""IA"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""AMEMBO"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":82760},{""name"":""IA"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":504},{""name"":""那暁"",""artist_type"":""Illustrator"",""roles"":[""illustrator""],""is_support"":false,""vocadb_artist_id"":62512}]}"
235608,ニ・ゲ・ルンダ,ウエダバジル,"[""初音ミク""]",,2019-07-23T00:00:00Z,2019,[],"[""und""]",,,,,,,youtube_views,466.0,views,,,466,,,,,https://www.youtube.com/watch?v=oBWx2J6uwHM,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":246627,""vocadb_url"":""https://vocadb.net/S/246627"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""oBWx2J6uwHM"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""basil ウエダバジル ueda"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":466,""official_youtube_pvs"":[{""video_id"":""oBWx2J6uwHM"",""views"":466,""author"":""basil ウエダバジル ueda"",""url"":""https://youtu.be/oBWx2J6uwHM""}],""highest_individual_official_pv_views"":466,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""ウエダバジル""],""voice_synth_vocalists"":[""初音ミク""],""voice_synth_types"":{""初音ミク"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""初音ミク"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":1},{""name"":""ウエダバジル"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":41804},{""name"":""リコリス"",""artist_type"":""Illustrator"",""roles"":[""illustrator""],""is_support"":false,""vocadb_artist_id"":79017}]}"
235609,蜃気楼,イケモト,"[""結月ゆかり"",""紲星あかり"",""将""]",,2019-03-10T00:00:00Z,2019,[],"[""und""]",,,,,,,youtube_views,466.0,views,,,466,,,,,https://www.youtube.com/watch?v=jU8bJh7YAqM,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":449972,""vocadb_url"":""https://vocadb.net/S/449972"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""jU8bJh7YAqM"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""Farthest将"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":466,""official_youtube_pvs"":[{""video_id"":""jU8bJh7YAqM"",""views"":466,""author"":""Farthest将"",""url"":""https://youtu.be/jU8bJh7YAqM""}],""highest_individual_official_pv_views"":466,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""イケモト"",""将""],""voice_synth_vocalists"":[""結月ゆかり"",""紲星あかり""],""voice_synth_types"":{""結月ゆかり"":""vocaloid"",""紲星あかり"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""イケモト"",""artist_type"":""Producer"",""roles"":[""lyricist""],""is_support"":false,""vocadb_artist_id"":16561},{""name"":""将"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":51855},{""name"":""結月ゆかり"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":623},{""name"":""紲星あかり"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":63339}]}"
